제목,일자,본문,URL,언론사,통합 분류1
홍준표 대구시장 “개혁 고삐 죄고 대구굴기에 역량 집중” [신년사],20231231,"홍준표 대구시장. (대구시 제공) 2023.12.31



홍준표 대구시장은 2024년 신년사에서 “개혁의 고삐를 늦추지 않고, ‘대구굴기(大邱崛起)’를 향해 모든 역량을 결집하겠다”고 밝혔다. 
 
그는 새해 시정 현안으로 TK신공항 사업의 본격화와 달빛철도 개통, 군부대 통합이전 등의 차질 없는 추진을 약속했다. 
 
다음은 신년사 전문  
 
존경..",http://www.kukinews.co.kr/newsView/kuk202312310002,쿠키뉴스,지역>대구
[경북도 1년 성과] 투자유치 14조 1802억원 달성 역대 최대,20231231,"글로벌 데이터센터 캠퍼스 조성 MOU(경북도 제공) 2023.12.31.



 
경북도는 올해 대내외 어려운 경제 여건 속에서도 역대 최대 규모인 14조 1802억원의 기업 투자유치 성과를 올렸다고 31일 밝혔다.  
 
이는 연초 세운 목표액 8조원 대비 77%를 초과 달성한 역대 최대 실적이다. 이에 따른 신규 고용 창출도 9807명에 이른다. 
..",http://www.kukinews.co.kr/newsView/kuk202312310001,쿠키뉴스,경제>산업_기업
[무등칼럼] 챗GPT 열풍과 AI 중심도시 광주,20231231,"생성형 인공지능(AI)챗봇, 챗GPT의 열풍은 언제까지 이어질까? 세상에 나온 것이 2022년 11월이니 1년이 훌쩍 넘었다. 공개된 지 불과 5일만에 100만 명의 사용자를 돌파했고, 현재는 1억8천만 명이 넘는다. 100만 명을 넘기는데 넷플릭스가 3.5년, 트위터가 2년, 페이스북이 10개월, 인스타그램이 2.5개월이 걸렸으니 챗GPT의 파괴력은 ..",http://www.mdilbo.com/detail/DMWzDX/709759,무등일보,IT_과학>과학
<신년사> 김장호 구미시장,20231231,"▲ 김장호 구미시장 (C) 
 










   
 


 존경하는 41만 구미시민 여러분! 
 


   
 


 2024년 새해가 밝았습니다. 갑진년(甲辰年)을 맞아 새로운 희망이 늘 함께하는 한해가 되시기를 기원합니다. 
 


   
 


 지난해 우리는 ‘구미재창조’를 염원하는 시민과 함께 정말 열심히 달렸습니다. 「방산혁신클러스터」..",http://www.breaknews.com/1007192,브레이크뉴스,지역>경북
"경북도, 2023년도 투자 유치 역대 최대 14조 800억원대",20231231,"【브레이크뉴스 경북】이성현 기자= 경상북도가 지난 한 해 동안 달성한 기업 투자 규모는 모두 14조 1천802억원 규모인 것으로 파악됐다. 
 


   
 


 경상북도에 따르면 경상북도는 올해 대내외 어려운 경제 여건 속에서도 연초 세운 목표액 8조원 대비 77%를 초과 달성한 역대 최대 실적을 이뤄내며 9천 807명의 신규 고용 효과도 만들어 냈..",http://www.breaknews.com/1007191,브레이크뉴스,경제>산업_기업
"[2024 신년사] 강수현 양주시장 ""매력적인 경기북부 중심도시로 대도약""",20231231,"강수현 양주시장사랑하는 26만 양주시민 여러분! 그리고 양주시 가족 여러분!
2024년 갑진년(甲辰年) 새해가 밝았습니다. 새해에는 시민 여러분 모두 승천하는 푸른 용의 기운을 받아 소망하는 모든 것을 이루는 뜻깊은 한 해가 되기를 기원합니다.
지난해는 여러 가지로 힘든 한 해였습니다. 높은 물가와 금리로 서민들의 생활이 팍팍해지고 소비는 위축되어 지역..",https://www.joongdo.co.kr/web/view.php?key=20231231010009339,중도일보,지역>대전
"[2024 신년사] 이성철 파주시의장 ""시민의 더 나은 삶 위해 적극적 의정활동""",20231231,"이성철 파주시의회 의장사랑하고 존경하는 51만 파주시민 여러분! 
소망과 기쁨이 가득한 2024년 갑진년 새해가 밝았습니다.
다가올 새 날에 어떤 그림이 그려지고 어떤 이야기로 채워질지 기대와 설렘으로 가득한 오늘, 여러분들의 2024년이 그 어느 날보다 환한 웃음으로 채워지길 소망합니다. 
새해 첫인사로 여러분께 가장 먼저 전하고 싶은 마음은 무엇보다..",https://www.joongdo.co.kr/web/view.php?key=20231231010009337,중도일보,지역>충남
"[2024 신년사] 윤창철 양주시의장 ""양주 발전 공동 목표 성취 앞장""",20231231,"윤창철 양주시의회의장존경하는 양주시민 여러분, 그리고 동료 의원 여러분!
시민을 더욱 행복하게, 언제나 시민과 함께하는 양주시의회 의장 윤창철입니다.
청룡이 승천하는 갑진년(甲辰年) 새해가 밝았습니다. 시민 여러분, 새해 복 많이 받으세요.
용은 천자나 국왕을 상징하는 동물입니다. 임금이 입는 옷을 곤룡포라고 하는데, 곤룡포에는 용이 금색으로 새겨져 있..",https://www.joongdo.co.kr/web/view.php?key=20231231010009336,중도일보,지역>충남
"[2024 신년사]김윤철 합천군수 ""정주 여건 조성으로 지역 인구 성장""",20231231,"김윤철 합천군수<제공=합천군>존경하는 군민 여러분과 50만 재외향우 여러분!
비상하는 푸른 용의 기운이 가득한 갑진년 새해가 밝았습니다.
새해를 맞아 여러분 한 분, 한 분의 가정에 꿈과 희망이 가득하고 소망하시는 모든 일이 이뤄지길 바랍니다.
그리고 지난 한 해 동안 군정에 대한 아낌없는 협조와 성원을 보내주신 많은 분들께 깊은 감사의 말씀을 드립니다..",https://www.joongdo.co.kr/web/view.php?key=20231231010009335,중도일보,지역>충남
"[2024 신년사] 최정희 의정부시의장 ""시정에 발전적 방향 제시할 수 있도록 최선""",20231231,"최정희 의정부시의회 의장존경하는 47만 의정부시민 여러분! 의정부시의회 의장 최정희입니다.
희망찬 갑진년(甲辰年) 새해가 밝았습니다. 새해에는 푸른 용의 기상으로 승승장구하는 한 해가 되시기를 소망합니다.
지난 한 해 동안 어려운 경제 여건으로 시민들의 고통이 가중되고 있습니다.
힘겨운 상황 속에서도 묵묵히 버텨온 시민 여러분께 깊은 감사와 격려의 말씀..",https://www.joongdo.co.kr/web/view.php?key=20231231010009334,중도일보,지역>충남
"[2024 신년사] 유옥분 인천 동구의장 ""현안에 대한 해답과 방향을 제시""",20231231,"존경하고 사랑하는 동구 구민 여러분 안녕하십니까? 인천광역시 동구의회 의장 유옥분입니다.
먼저, 새로운 희망의 2024년을 맞이하여, 여러분의 가정에 행복이 가득하고 뜻하시는 모든 소망이 이루어지는 한 해가 되시기를 진심으로 기원합니다. 아울러, 지난 한 해 동안 동구의회가 활발한 의정활동을 펼칠 수 있도록 더없는 사랑과 성원을 보내주신 모든 구민 여러..",https://www.joongdo.co.kr/web/view.php?key=20231231010009332,중도일보,지역>대전
"[2024 신년사] 김경일 파주시장 ""내 삶이 더 나아지는 도시, 파주""",20231231,"김경일 파주시장존경하는 51만 파주시민 여러분! 사랑하는 파주시 직원가족 여러분!
2024년 갑진년(甲辰年) 새해를 맞아 머리 숙여 새해 인사부터 드리겠습니다. 
푸른 용의 해를 맞아 여러분의 앞날에 푸르른 날들만 계속되기를 온 마음을 다해 기원합니다.
그동안 파주시정에 관심과 응원을 보내주신 시민 여러분, 또 시민의 행복한 삶을 위한 길에 기꺼이 동행..",https://www.joongdo.co.kr/web/view.php?key=20231231010009326,중도일보,지역>경기
"[2024 신년사] 강범석 인천 서구청장 ""실속과 내실을 다지는 구정 운영""",20231231,"존경하는 62만 서구민 여러분! 2024년 '푸른 용의 해' 갑진년(甲辰年) 새해가 밝았습니다. 새해 '변화와 도전의 상징'인 용의 기운을 받아 구민 여러분 하시는 모든 일에 복이 넘치시고 풍요로운 한 해가 되시길 기원드립니다.
용은 짙은 안개와 비, 천둥과 번개를 동반하며 이를 뚫고 장엄하게 비상하는 패기의 상징으로 역동적으로 시시각각 변화하는 우리 ..",https://www.joongdo.co.kr/web/view.php?key=20231231010009320,중도일보,지역>대전
"[2024 신년사] 고선희 인천 서구의장 ""열린의회, 책임의정 실현에 최선""",20231231,"사랑하는 서구 구민 여러분! 서구의회 의장 고선희입니다. 힘차게 달려온 한 해를 뒤로하고 2024년 갑진년 새해가 밝았습니다. 
온갖 어려움 속에도 '60만 서구시대'를 열고 거침없이 달려왔던 지난 여정은 구민 여러분과 함께한 영광과 행복의 기억으로 가득합니다. 
이 놀라운 도시의 역사를 만들어 주신 존경하고 사랑하는 구민 여러분께 다시 한번 감사의 마..",https://www.joongdo.co.kr/web/view.php?key=20231231010009315,중도일보,문화>출판
"[2024 신년사] 이의명 인천 옹진군의장 ""군민 고충 해결, 봉사 약속""",20231231,"존경하는 옹진군민 여러분! 다사다난했던 계묘년이 지나가고 푸른 용의 해, 갑진년의 아침이 밝았습니다.
우선, 지난 한 해 동안 옹진군의회가 군민의 대의기관으로서 제 역할을 다할 수 있도록 보내주신 성원과 격려에 깊은 감사를 드리며, 2024년 새해를 맞이하여 올 한해도 군민 여러분의 가정에 건강과 행복이 충만하시고, 뜻하시는 일들을 모두 이루시길 기원합..",https://www.joongdo.co.kr/web/view.php?key=20231231010009317,중도일보,지역>충남
"[2024 신년사] 문경복 인천 옹진군수 ""마부위침(磨斧爲針)의 자세로 정진""",20231231,"존경하는 군민 여러분! 그리고 사랑하는 공직자 여러분! 2024년 갑진년(甲辰年) 새해가 밝았습니다. 풍년과 풍요를 상징하는 ""청룡의 해""의 활기찬 아침을 맞아 여러분 모두 건강하고 행복한 한 해가 되시기를 소망합니다.
민선 8기도 이제 2년차 중반에 접어들었습니다. 지금부터는 군민들께 성과로 보답해야 할 시기입니다. 지역의 민심인 리별 건의사항 해결과..",https://www.joongdo.co.kr/web/view.php?key=20231231010009313,중도일보,지역>충남
"[2024 신년사] 이영훈 인천 미추홀구청장 ""오직 주민의 행복과 풍요로운 삶 위해 노력""",20231231,"사랑하고 존경하는 구민 여러분! 그리고 미추홀구 공직자 여러분! 갑진년, 희망의 새해가 밝았습니다. 갑진년은 청룡의 해입니다. 41만 구민 여러분 모두에게 새해에는 청룡의 힘과 용기처럼 하시는 모든 일에 복이 넘치고 풍요로운 한 해가 되시길 바랍니다.
지난해 우리 미추홀구는 주민 여러분의 구정에 대한 적극적인 참여, 그리고 공직자들의 노력으로 인천시 주..",https://www.joongdo.co.kr/web/view.php?key=20231231010009321,중도일보,지역>대전
"[2024 신년사] 박종효 인천 남동구청장 ""실질적 성과 내는데 온 행정력 집중""",20231231,"존경하는 51만 남동구민 여러분! 그리고 사랑하는 공직자 여러분! 2024년 갑진년(甲辰年) 새해가 밝았습니다. 새해 복 많이 받으십시오!
올해는 청룡의 해입니다. 변화와 성장, 풍요로움을 상징하는 청룡의 기운을 더해 개인과 가정에 더 큰 행복과 풍요로움이 가득하시길 기원드립니다. 새해가 시작되면 설레임을 가지고 새해 소망을 정하고 빌기도 합니다. 구민..",https://www.joongdo.co.kr/web/view.php?key=20231231010009311,중도일보,지역>대전
인천 계양구 2024년 신년 기획,20231231,"윤환 인천 계양구청장기대와 설렘의 새해가 밝았다. 2024년 계양구의 사자성어는 '비도진세(備跳進世)'이다. '도약할 준비를 하고 세상으로 힘차게 나아가다'라는 의미를 담고 있다. 앞으로가 더 행복한 계양, 더 살기 좋은 계양을 구민과 함께 만들어 나가자는 기대와 신념을 담고 있다. 구민과 함께 열어갈 계양의 2024년은 밝기만 하다.
▲지속적인 발전 ..",https://www.joongdo.co.kr/web/view.php?key=20231231010009308,중도일보,지역>경남
"[2024 신년사] 김정헌 인천 중구청장 ""발로 뛰는 구정으로 꿈을 이뤄 나갈 것""",20231231,"김정헌 중구청장존경하는 16만 구민 여러분 ! 구백여 중구 공직자 여러분! 2024년 희망찬 갑진년(甲辰年), 청룡의 해가 밝았습니다. 새로운 출발, 생명력을 상징하는 청룡의 해인 만큼 새해에는 구민 여러분과 공직자 여러분 모두 풍요롭고 번영하는 한 해가 되기를 바랍니다. 
지난해 우리 중구는 국내외의 다양한 위기들 앞에서도 해야 할 일들을 굳건히 해나..",https://www.joongdo.co.kr/web/view.php?key=20231231010009304,중도일보,지역>대전
"[2024 신년사] 차준택 인천 부평구청장 ""새로운 미래, 더 큰 부평 만들겠다""",20231231,"존경하는 52만 부평구민 여러분! 2024년, 희망찬 새해가 밝았습니다. 갑진년(甲辰年)을 맞아 푸른 용의 눈부신 기운과 행운이 구민 여러분과 함께하길 기원합니다.
지난해 중동지역의 또 다른 전쟁과 세계적으로 지속된 금리 인상 속에 경기 위축과 꺾이지 않는 먹거리 물가 상승 등으로 우리의 상황이 녹록지 않았지만, 구민 여러분의 땀과 의지로 이러한 위기를..",https://www.joongdo.co.kr/web/view.php?key=20231231010009305,중도일보,지역>경기
"[2024 신년사] 이동환 고양시장 ""고양의 성공시대 열어 가겠다""",20231231,"이동환 고양특례시장존경하는 고양특례시민 여러분, 반갑습니다.
고양특례시장 이동환입니다.
어느덧 다사다난했던 2023년이 지나고, 2024년 갑진년 새해가 밝았습니다.
몇 년째 이어지는 경기침체로 여전히 고단했던 한 해였습니다. 힘든 상황 속에서도 이웃에 대한 사랑과 나눔을 실천하며, 각자의 자리를 묵묵히 지켜오신 여러분께 존경과 감사하는 마음을 담아 인..",https://www.joongdo.co.kr/web/view.php?key=20231231010009300,중도일보,문화>출판
"김포시, ‘공공기관 종합청렴도 평가’ 3등급 유지",20231231,"김포시가 국민권익위원회 주관 '2023년도 공공기관 종합청렴도 평가'에서 지난해 등급을 유지한 3등급을 받았다고 28일 밝혔다.
올해 권익위의 종합청렴도 평가는 전국 628개 공공기관을 대상으로 ▲각 기관의 민원 처리 경험이 있는 시민, 소속 직원이 응답한 부패 경험 등에 대한 설문조사 ▲기관의 반부패 추진체계 구축 노력과 실적 ▲부패사건 발생 현황 등..",https://www.joongdo.co.kr/web/view.php?key=20231231010009301,중도일보,경제>경제일반
